# file...... ./glm_output/Meter_632_A_Power_Best.csv
# date...... Thu Mar  2 18:06:31 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_632_A:measured_voltage_A,xfmr_meter_632_A_1:voltage_A,xfmr_meter_632_A_2:voltage_A,xfmr_meter_632_A_3:voltage_A,xfmr_meter_632_A_4:voltage_A,xfmr_meter_632_A_5:voltage_A
2021-12-25 00:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 00:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 00:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 00:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 01:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 01:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 01:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 01:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 02:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 02:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 02:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 02:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 03:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 03:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 03:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 03:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 04:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 04:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 04:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 04:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 05:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 05:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 05:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 05:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 06:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 06:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 06:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 06:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 07:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 07:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 07:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 07:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 08:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 08:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 08:30:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 08:45:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 09:00:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 09:15:00 UTC,+2401.78-2.37901e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j,+2401.78-2.37933e-07j
2021-12-25 09:30:00 UTC,+2398.58-15.2394j,+2398.58-15.2394j,+2398.58-15.2394j,+2398.58-15.2452j,+2398.58-15.2394j,+2398.57-15.2509j
